unique_line,total_occurrences
of meeting room west(+/  660 SF) and meeting room east(+/  832 SF) with aggregate,1
of officers/directors.,1
of one floor with one main entrance and two exits (1670 sf) consisting of seating area,1
of open dining area and two (2) bar areas with seating for 426. To: 80 82 Causeway,1
of operation 10:00 AM - 9:00 PM.,1
"of operation Tuesday-Sunday 5:00PM-10:00PM, Sunday brunch 10:00AM-1:00PM.",1
of operation from 7:00 AM - 7:00 PM to 7:00 AM - 11:00 PM.,1
of operation: 10:00 AM – 11:00 PM.,1
of operation: 11:00 AM - 11:00 PM.,1
of operation: 11:00 AM – 11:00 PM.,1
of operation: 11:00 AM – 9:00 PM.,1
"of operation: Monday – Friday: 11:00 AM – 9:00 PM, Saturday: 5:00 PM – 11:00",1
of operations - From: Monday – Wed 8:00AM-11:00PM; Thurs – Sat 8:00AM-2:00AM ;,1
"of premise From: Two rooms, kitchen and outdoor patio on the first floor; two rooms on the first",1
of premise – From: One room with kitchen on the first floor; three rooms two for dining & the other,1
"of premises (approx. 850 sq. ft.) from April October on private property. Lastly, has",1
of premises.,1
of record. Hours of operation: 11:00 AM – 9:00 PM.,1
of record. Hours of operation: 11:30 AM - 10:30 PM.,1
of record. Hours of operation: 6:30 AM - 11:00 PM.,1
"of record. Hours of operation: 7:00 AM - 6:00 PM, exclusive of holidays.",1
of record. Hours of operation: 9:00 AM - Midnight.,1
"of record. Hours of operation: Monday – Saturday: 7:00 AM – Midnight, Sunday: 8:00 AM - Midnight.",1
"of said building: a 13-story hotel consisting of approximately 167,094 sq. ft. and containing 399",1
of security staff,1
"of single story building consisting of dining area with seating for 49, kitchen, office,",1
"of space with seating for 19, kitchen and storage in rear, 1 handicap accessible bathroom, 2",1
of space; 1 entrance/3 exits.,1
"of the 7-day malt and wine license of Blifia Associates LLC, 1746 Washington Street, Boston, MA",1
of the building managed by City Hall. Storage is also located in the lower level of the building.,1
of the building.,1
of the community process which has occurred.,1
"of the corporation, secondly, has petitioned to remove shareholder Sarfaraz",1
"of the day to day operations of the Licensee entity pursuant to M.G.L. ch. 138 s. 12, 15A, 23, 26, 64,",1
of the house is where the sink and storage is located. The waffle irons and salad bar/fruit fridge as well,1
of the incident,1
of the incident.,1
of the license business From: MICHAEL A. LEVINE (FOOD SERVICES‐COMPLIANCE OFFICER),1
of the license business From: PAIGE N. KOHLER ( TREAS./SEC./DIR. ) To: Shelly Kohler,1
of the license business by removing Kevin J Hee ( National Manager ),1
"of the license business‑ From: Lindsay Rosado ( 46.25 shares) , Michael Lamattina (46.25 shares) To:",1
of the license business‑ From: Matthew Steven Ellisi ‑ LLC Manager & Montgomery Moran ‑ LLC,1
of the license business‑From: Style Café To: Mama Ana,1
of the licensed  business - From: Michael J. Waterhouse To: Susan A. LaRosa.,1
of the licensed  business – From: Marie E. Cerqueira To: Rebecca Bassila.,1
of the licensed business   From: Cara Spalla to: Paul McAvoy.,1
"of the licensed business - From: Allen M. Goldstein To: William L. Bennett, Jr.",1
"of the licensed business - From: Charles Hunter To: Adam Christian. Secondly, has petitioned for a change of",1
of the licensed business - From: Deborah G. Holt To: Karl Krebs.,1
of the licensed business - From: Gerard Chevalier  To: Megan Spies.,1
"of the licensed business - From: Josiah A. Spaulding, Jr. To: John Soward. Secondly, has petitioned for",1
of the licensed business - From: Limelight To: Viva Karaoke & Studios.,1
"of the licensed business - From: Michael Grigioni To: Alondra Rivera. Secondly, has petitioned for a change of",1
"of the licensed business - From: Shayenne DeAssis To: Maria Martins Mendes. Secondly, has petitioned for a",1
of the licensed business -From: Nubar Der Hagopian  To: David E. Garabedian.,1
of the licensed business ‑From Richard Adam Eskin as CEO and Andrew Jacobson as an officer To:,1
of the licensed business – From : Stacey Rochelle To: Susan Namdar.,1
of the licensed business – From: Donald Aldridge To: Amrit Singh.,1
of the licensed business – From: Hotel on eight (8) floors of a sixteen (16) story building (+/‑,1
of the licensed business – From: James Alcott To: David Lanzilli.,1
of the licensed business – From: Jennifer Smas To: Dana John O’Keefe.,1
of the licensed business – From: The Wine Cave To: Coasters.,1
"of the licensed business-From: Algonquin Club To: The ‘Quin House. Secondly, has",1
of the licensed business‐ From: Gordon Reid (President) To: Roger Wheeler (President),1
of the licensed business‑ From: Ayr Muir (CEO) To: Julia Wrin (CEO),1
of the licensed business‑ From: Paul Eng To: Robert Eng & Wu Hua Wu.,1
of the licensed business‑ From: Randall Garutti ‑ CEO To: Robert Lynch ‑ CEO,1
of the licensed business‑ From: Sergio Goncalves To: Andrea Goncalves,1
"of the licensed business‑From:  In whole said of building, excluding the restaurant space on the",1
"of the licensed premise, as well as documentation of any known blind spots",1
of the parcel (the farmer brewery building); 2) one tiki bar parallel to Boylston street; 3) one tiki bar on,1
of the premise is 1250.  Hours of operation: 6AM-11PM (indoor & outdoor). There is a,1
"of the premises is 20,360 square feet, with a seating capacity of 66 people, and a total occupancy of 996.",1
"of the premises. To: In whole of said building, being a (60,790SF) Hotel with 12 floors, including",1
"of the second floor restaurant space. Closing hour 2:00 AM. Abraham Menzin, Manager. Secondly, has",1
"of the space, lined",1
"of the space, with bathrooms in the rear, and storage in the basement. The space contains 1 entrance and",1
"of the upper rotunda of Quincy Market Building for the Greenway BID Reception on April 17, 2025",1
of two buildings of the Sheraton Hotel on Dalton Street of which Northeastern University is the tenant,1
of unruly patrons,1
of various dining areas and bar; additional kitchen and restrooms; two private dining rooms; together,1
"of – The Restaurant has 2 exits, 1 in the front and 1 in the back of the building. The front of the",1
of: In one large room on ground floor (864 square feet) with bar seating; kitchen and,1
"of: In one room on ground floor consisting of banquet seating, dining table(s), and two",1
"off-premises consumption sales including a brewery area with a walk-in cooler, employee areas, utility rooms,",1
"off-premises consumption sales. All together comprised of 52,196 sf with 13 entrances/exits as per plans.",1
offers guest seating and access to a restroom. A private seasonal patio (May‑October) provides,1
office activity/recreational room.,1
office and basement. Hours of operation: Monday – Saturday: 8:00 AM – 7:00 PM.,1
office and bathroom. Public seasonal patio (May- October) capacity 10 with operational hours being,1
office and conferences rooms (specifically excluding existing retail space). Fourth Floor: spa and,1
"office and electrical). Second floor includes main function space, kitchenette, 6 offices, 2 conference",1
office and prep area; entrance/exit of St James Ave and to building lobby arcade. To: In,1
"office and two bathrooms on the same level . There is a main dining counter and a separate, smaller",1
"office building consisting of 2,033 sq. ft. with small dining area, order pickup area, kitchen, and",1
"office building). Three exits (aforementioned streetside, aforementioned internal lobby, and rear egress",1
office building. Counter Service for takeout only with prep area and storage.,1
"office space in rear (5,428SF).",1
"office space in rear. All comprised of approximately 9,232sf with 1 entrance and 3 exits.",1
office space in rear. Two entrances onto lobby of 100 Summer Street building (near,1
office space in rear; together with seasonal (April-November) outdoor patio on private property with,1
"office space, and two duckpin bowling lanes; in one additional room on first floor with an additional",1
"office space. In addition, a 1500 SF annual, weather permitting, patio on private property in the rear",1
"office, 61 Seats. Paulo Lucas as Manager of Record. Hours of operation 10:00 AM - 9:00 PM.",1
"office, break room, ware wash area and walk‑in cooler.",1
office. Also to include a seasonal (March-Oct) patio on public property with 8 seats. Same hours as,1
office. Also to include a seasonal (March-Oct) patio on public property with 8 seats. Same hours as the,1
"office. Mary Lattouf, Manager. Closing Hour 11:00 PM.",1
office. The outdoor seasonal patio is located on private property (under common ownership with the lot,1
officer Chase Liu.,1
officer From: Paul Govostes To: Francine Govostes.,1
"officer, Mario Watkins manager. To - Thomas Dolan as Secretary and manager.",1
officers from:  Karen Bray & Ramon Luciano To:  Ricardo Diaz.,1
"officers, and shares From - Rosas Group, LLC Berta Rosas - 20%, Joan Gross - 39%, Manuel",1
"officers. From - Paul G. Cushing, Esq. - secretary To - Melissa Pope Brennan - Secretary, Paula",1
officers/directors and for a change of ownership interest.,1
officers/directors.,1
"officers/directors/stockholders. Secondly, has petitioned for the issuance/transfer of",1
offices located in rear. Year round outdoor patio (weather permitting) on private property (seating for,1
"on 375 sq. ft. of private property, with a closing hour of 11:00 PM. Main entrance and two exits on",1
"on April 21, 2025 between the hours of 9 a.m. - 5 p.m.",1
"on August 17, 2024 between the hours of 7:00 p.m. - 2:00 a.m.",1
"on Chatham St. for stock. The estimate square footage is 2,773.",1
on DW land from April through October for 10 patrons. Capacity: 12@ bar stools; 146@tables,1
"on July 1 – December 31, 2021 between the hours of 11:00 AM – 1:00 AM.",1
"on June 26, 2021 between the hours of 2:00PM - 1:00AM. Lennox Lee as",1
"on June 26, 2021 between the hours of 6:00 PM – Midnight. Paul J. Terranova as",1
on Licensed Premise.,1
"on Newbury Street; in whole building with 700 cap. at Harvard Hall, 351 capacity at assembly,",1
"on October 1, 2023.",1
"on October 29, 2023 between the hours of 3:00 p.m. - 11:00 p.m.",1
"on October 8, 2023 between the hours of 9:00 a.m - 12:00 p.m.",1
"on September 13, 2025 between the hours of 5 p.m. - 10 p.m.",1
"on SoWa Open Market, 500 Harrison Avenue, Boston, MA 02118 on May 2 –",1
on Sundays beginning at 10:00 am.,1
"on Sundays. General hours of operations are 10:00 PM Sunday – Thursday, 11:00 PM Friday and",1
"on Tom Yum Yang, Inc., 156 Harvard Ave., Allston, MA 02134, License # LB-99623.",1
on corner space within Prudential Center; kitchen located within space.,1
"on each of the 2nd and 3rd floors) and four fire exits, all as more fully depicted on plan filed herewith.",1
"on file with the Licensing Board. The Franklin Park Zoo is comprised of 72 acres of land, containing",1
"on first floor . 250SF, 9 seats and kitchen on the front bathroom in the rear.",1
on first floor capacity 70; cellar for stock. To: Rear Entrance for stock; two rooms and kitchen on,1
"on first floor, kitchen and stock in cellar. One room and annual roofdeck patio for 150  persons on 2nd",1
"on first floor, kitchen/storage area and employee restroom in rear; front entrance/exit.",1
"on first floor, no seats takeout only inside ISEC Building, Northeastern University.",1
"on first level with one large room where products are prepared, seating area for 23, bathroom, Basement",1
on fourth floor and 4 rooms on fifth floor.,1
